employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-28422630,Veronica,Griffin,Male,Virginia,Manassas,11/29/2016,Marketing,SEO Specialist,Bachelor,79467,Satisfactory,No,7/27/1973,
00-73504369,Donald,Lee,Female,Maryland,Brandywine,7/7/2019,Sales,Sales Representative,Bachelor,70854,Good,Yes,6/5/1977,
00-98655643,Robert,Pacheco,Male,Maryland,College Park,4/3/2019,Sales,Sales Specialist,Master,79238,Satisfactory,No,2/18/1993,
00-78122383,Carmen,Grant,Male,Washington D.C.,Washington,12/22/2016,Customer Service,Help Desk Technician,Bachelor,61308,Satisfactory,No,4/18/1980,
00-23472711,Christopher,Banks,Male,Maryland,Waldorf,11/17/2024,Sales,Sales Specialist,PhD,72480,Good,No,4/28/1988,
00-74070729,Darin,Avery,Male,Washington D.C.,Washington,2/21/2019,Operations,Logistics Coordinator,Bachelor,67858,Needs Improvement,No,9/21/2002,
00-17917326,John,Farley,Female,Washington D.C.,Washington,7/18/2020,Marketing,Marketing Coordinator,Bachelor,57441,Good,No,1/13/2001,
00-23677112,Kyle,Graves,Female,Washington D.C.,Washington,12/13/2017,Operations,Inventory Specialist,Bachelor,55058,Satisfactory,No,7/21/1981,
00-77749675,Oscar,Roy,Female,Maryland,Brandywine,4/2/2016,IT,Software Developer,Bachelor,97262,Satisfactory,Yes,12/1/1999,
00-20598882,James,Norton,Female,Washington D.C.,Washington,4/24/2020,Operations,Logistics Coordinator,Bachelor,61772,Excellent,No,10/24/1982,
00-86512353,Joshua,Harrington,Male,Virginia,Reston,11/29/2023,Sales,Sales Consultant,Bachelor,110379,Satisfactory,No,5/7/1989,
00-24077829,David,Chambers,Male,Washington D.C.,Washington,5/7/2021,Customer Service,Support Specialist,High School,59807,Excellent,No,11/15/1979,
00-81919528,Brandon,Gill,Male,Virginia,Manassas,12/28/2024,Customer Service,Help Desk Technician,High School,69586,Good,No,5/30/1980,
00-18618090,Crystal,Garza,Female,Maryland,Bowie,4/15/2015,Sales,Sales Consultant,Bachelor,89264,Good,Yes,11/8/1976,
00-64886934,Sean,Johnson,Female,Washington D.C.,Washington,9/8/2022,Operations,Inventory Specialist,High School,57692,Good,Yes,8/24/1990,
00-26159079,Justin,Knox,Male,Virginia,Reston,8/8/2018,Operations,Logistics Coordinator,Bachelor,64090,Needs Improvement,No,4/27/2000,
00-16667097,Ian,Daniels,Female,Maryland,Silver Spring,4/23/2023,IT,Software Developer,Bachelor,83596,Good,Yes,10/6/1960,
00-17638470,Nicholas,Washington,Male,Maryland,Gaithersburg,10/3/2019,Operations,Inventory Specialist,Bachelor,66312,Good,No,3/16/1998,
00-76832407,Angela,Johnson,Female,Virginia,Arlington,5/2/2018,Customer Service,Support Specialist,Bachelor,58769,Good,No,1/7/1973,
00-52888478,Tiffany,Krause,Female,Virginia,Ashburn,12/20/2017,Operations,Logistics Coordinator,Bachelor,53406,Satisfactory,Yes,11/13/1984,
00-24530902,Lindsey,Kennedy,Female,Maryland,Silver Spring,11/28/2019,Operations,Logistics Coordinator,Bachelor,59883,Good,Yes,4/28/1986,
00-96394394,Jennifer,Orozco,Male,Maryland,College Park,8/3/2018,Sales,Sales Representative,Bachelor,59728,Satisfactory,No,6/15/2001,
00-49280200,Brent,Green,Female,Maryland,Upper Marlboro,10/5/2022,IT,System Administrator,Master,94456,Satisfactory,No,3/2/1980,
00-97907721,Michael,Cook,Male,Virginia,Richmond,8/17/2018,Operations,Inventory Specialist,Bachelor,68321,Satisfactory,No,5/11/2001,
00-69897419,Elizabeth,Adams,Male,Maryland,Gaithersburg,5/12/2019,Operations,Operations Analyst,Master,70788,Satisfactory,No,11/10/1977,
00-45079891,Kevin,Matthews,Female,Washington D.C.,Washington,2/27/2018,Marketing,Content Creator,High School,61683,Satisfactory,No,5/29/1983,
00-78439407,Diana,Flores,Female,Virginia,Alexandria,7/26/2017,IT,System Administrator,Bachelor,72666,Satisfactory,No,9/14/1972,
00-40740061,Paul,Ball,Female,Virginia,Richmond,8/16/2018,IT,IT Support Specialist,High School,58382,Satisfactory,No,1/26/2003,
00-34645826,Jackie,Anderson,Male,Virginia,Fairfax,4/14/2022,HR,Recruiter,Bachelor,63662,Needs Improvement,Yes,6/3/1999,
00-91028015,Carol,Harris,Female,Washington D.C.,Washington,8/24/2017,Operations,Logistics Coordinator,Bachelor,56121,Satisfactory,No,9/9/2003,
00-50994684,David,Waller,Male,Maryland,Upper Marlboro,10/25/2017,Customer Service,Support Specialist,Bachelor,64504,Satisfactory,No,10/30/1994,
00-58887500,Mary,Robinson,Male,Washington D.C.,Washington,12/19/2018,Customer Service,Support Specialist,Bachelor,66051,Satisfactory,No,7/5/1990,
00-56390083,Sophia,Baker,Female,Virginia,Tysons,6/5/2019,Marketing,Content Creator,Bachelor,59542,Good,No,12/23/1988,
00-30842919,Michaela,Green,Female,Virginia,Alexandria,10/9/2017,IT,IT Support Specialist,Bachelor,60716,Good,No,1/22/1961,
00-33421141,Tammy,Wallace,Female,Washington D.C.,Washington,11/11/2023,Sales,Sales Specialist,Master,87440,Good,Yes,6/11/1988,
00-62924310,Heather,Johnson,Female,Maryland,National Harbor,10/4/2021,Sales,Sales Specialist,Master,89464,Good,No,9/2/1989,
00-70124831,Jack,Hudson,Female,Maryland,Bowie,2/13/2023,Customer Service,Customer Service Representative,Bachelor,57069,Satisfactory,No,3/1/1992,
00-80167689,Lynn,Williams,Male,Virginia,Ashburn,5/15/2018,Sales,Sales Manager,PhD,117057,Good,No,9/7/1964,
00-24644489,Terrence,Mendez,Male,Washington D.C.,Washington,12/30/2016,Operations,Logistics Coordinator,Bachelor,61351,Good,Yes,7/31/1998,
00-90814582,Brandy,Mckinney,Male,Washington D.C.,Washington,5/1/2016,Operations,Logistics Coordinator,Bachelor,69925,Good,Yes,2/16/2000,
00-50469380,Brooke,Stephenson,Male,Maryland,Upper Marlboro,2/11/2017,IT,Software Developer,Master,99253,Satisfactory,Yes,1/23/1988,
00-12237083,James,Jackson,Male,Washington D.C.,Washington,7/25/2022,Operations,Logistics Coordinator,Bachelor,68406,Good,Yes,11/12/1997,
00-36743833,Austin,Davis,Male,Washington D.C.,Washington,10/6/2022,Operations,Operations Analyst,Master,72906,Satisfactory,Yes,3/27/1999,
00-53510062,Mary,Ramsey,Female,Maryland,Bowie,2/7/2017,Marketing,SEO Specialist,Bachelor,76416,Good,No,4/20/2000,
00-29980889,Leslie,Moreno,Female,Maryland,College Park,10/26/2017,Customer Service,Help Desk Technician,High School,63273,Excellent,No,5/30/2000,
00-41960144,Jacob,Williams,Female,Maryland,Rockville,7/30/2018,Sales,Sales Manager,PhD,94911,Good,No,3/24/1991,
00-65154774,Kenneth,Conner,Female,Virginia,Ashburn,7/3/2022,Operations,Logistics Coordinator,Bachelor,60573,Good,No,11/14/1973,
00-34146155,Micheal,Farrell,Male,Washington D.C.,Washington,4/18/2019,Operations,Operations Analyst,Bachelor,61297,Good,Yes,4/27/2001,
00-29708370,Maureen,Martinez,Male,Maryland,Baltimore,11/12/2024,Finance,Accountant,Bachelor,78553,Needs Improvement,Yes,12/6/1994,
00-16795125,Gregory,James,Female,Maryland,Silver Spring,5/17/2024,Sales,Sales Specialist,Master,85568,Excellent,Yes,4/14/1964,
00-72634300,Cheryl,Brown,Female,Washington D.C.,Washington,1/30/2024,Operations,Logistics Coordinator,Bachelor,61542,Excellent,No,7/12/1985,
00-17397667,Vickie,Jones,Female,Washington D.C.,Washington,2/26/2015,Finance,Accounts Payable Specialist,Bachelor,57989,Satisfactory,No,3/12/1977,
00-61504552,Douglas,Mclaughlin,Female,Virginia,McLean,2/24/2023,Operations,Inventory Specialist,High School,54740,Good,No,10/19/1970,
00-99972295,Jane,Brown,Male,Washington D.C.,Washington,5/13/2023,Operations,Inventory Specialist,High School,56282,Good,No,4/14/2001,
00-91774510,Tyler,Brown,Male,Washington D.C.,Washington,3/4/2022,IT,IT Manager,Master,105201,Good,No,1/8/1993,
00-72915615,Sylvia,Potter,Female,Washington D.C.,Washington,1/29/2015,IT,Software Developer,Bachelor,93893,Good,Yes,9/19/1984,
00-51978455,Cassandra,Henry,Male,Maryland,Rockville,5/8/2017,Marketing,Content Creator,High School,62276,Satisfactory,No,12/12/1990,
00-96062646,Kimberly,Schneider,Male,Virginia,Virginia Beach,1/6/2016,Operations,Logistics Coordinator,Bachelor,64613,Excellent,Yes,12/26/1998,
00-34995958,Christy,Lee,Female,Washington D.C.,Washington,6/24/2022,Sales,Sales Representative,Bachelor,68056,Good,No,10/21/1991,
00-53766611,John,Thompson,Female,Maryland,College Park,6/8/2023,Sales,Sales Consultant,Bachelor,65909,Satisfactory,No,2/17/1995,
00-65898060,Kevin,Mills,Female,Washington D.C.,Washington,5/26/2019,Operations,Operations Analyst,Master,61434,Good,No,9/24/1984,
00-46808576,Glenn,Cunningham,Female,Washington D.C.,Washington,9/8/2024,Marketing,Content Creator,Bachelor,58684,Good,No,10/11/1997,
00-18739577,Scott,Jones,Male,Maryland,Bethesda,3/11/2017,Sales,Sales Consultant,PhD,72745,Good,No,11/6/1966,
00-28825174,William,Smith,Female,Washington D.C.,Washington,10/22/2021,Operations,Logistics Coordinator,Bachelor,54656,Good,No,9/15/1980,
00-46534934,Nathaniel,Baker,Female,Maryland,Bethesda,3/1/2015,Operations,Operations Analyst,Bachelor,57924,Good,Yes,9/9/1973,
00-25359794,John,Luna,Male,Maryland,National Harbor,7/1/2024,Operations,Logistics Coordinator,Bachelor,66246,Good,Yes,5/16/1981,
00-22070599,Eric,Guzman,Female,Virginia,Manassas,1/5/2018,Marketing,Content Creator,Bachelor,57052,Satisfactory,No,11/12/1989,
00-87584591,Isaiah,Patel,Male,Maryland,Rockville,6/3/2016,Operations,Inventory Specialist,Bachelor,74864,Good,No,9/5/1976,
00-47349852,Joseph,Rodriguez,Female,Maryland,Baltimore,9/14/2015,Customer Service,Support Specialist,High School,63148,Good,No,2/6/1990,
00-60901135,Sylvia,Schaefer,Female,Washington D.C.,Washington,10/29/2017,Customer Service,Support Specialist,Bachelor,60670,Good,No,5/23/1994,
00-77506418,Jennifer,Hogan,Female,Maryland,Upper Marlboro,1/28/2019,HR,HR Coordinator,Master,62045,Satisfactory,No,12/28/1994,
00-66400328,Kaitlyn,Roberts,Female,Virginia,Richmond,3/18/2024,Operations,Inventory Specialist,High School,61458,Good,No,2/17/1995,
00-43485271,Jennifer,Wiggins,Male,Virginia,Reston,12/19/2017,Operations,Logistics Coordinator,Bachelor,70291,Good,No,1/22/1972,
00-85333378,Debra,Green,Male,Virginia,Alexandria,12/26/2016,HR,Recruiter,High School,61126,Good,No,12/15/1999,
00-69371557,Stacey,Flores,Female,Maryland,Bowie,7/14/2023,Customer Service,Help Desk Technician,High School,55384,Good,Yes,5/17/1990,
00-30981720,Christina,Carpenter,Female,Maryland,Bowie,3/13/2018,Customer Service,Support Specialist,High School,54416,Satisfactory,No,9/23/1985,
00-76193726,Mary,Gomez,Female,Washington D.C.,Washington,12/8/2016,IT,IT Support Specialist,Bachelor,60614,Satisfactory,No,4/13/1995,
00-23277674,Brett,Reynolds,Male,Virginia,McLean,10/15/2018,IT,IT Support Specialist,Bachelor,62953,Good,Yes,1/5/2000,
00-96231390,Douglas,Velasquez,Male,Washington D.C.,Washington,2/5/2022,Customer Service,Help Desk Technician,Bachelor,78370,Needs Improvement,No,6/2/1974,
00-28772344,Mary,Henderson,Female,Virginia,Alexandria,12/12/2023,Operations,Inventory Specialist,High School,61030,Satisfactory,No,1/10/1995,
00-60401526,Daniel,Valenzuela,Female,Maryland,Upper Marlboro,5/23/2017,Operations,Operations Analyst,Master,88057,Good,No,2/16/1994,
00-30090520,John,Freeman,Male,Washington D.C.,Washington,3/17/2019,Marketing,Marketing Coordinator,Bachelor,74909,Excellent,No,9/28/1972,
00-90432393,Jeremiah,Rose,Male,Maryland,Waldorf,1/19/2017,Sales,Sales Manager,PhD,103439,Satisfactory,No,6/26/1990,
00-45411475,Eric,Barker,Female,Virginia,Reston,4/8/2021,Sales,Sales Representative,Bachelor,71851,Excellent,Yes,3/14/2000,
00-79670144,Aaron,Lamb,Female,Maryland,Silver Spring,5/17/2017,Customer Service,Help Desk Technician,Bachelor,58974,Satisfactory,Yes,2/27/1972,
00-77689742,Chad,Nelson,Female,Washington D.C.,Washington,5/14/2018,IT,IT Manager,Master,116022,Good,No,2/5/1975,
00-69272122,Steven,Perkins,Male,Washington D.C.,Washington,5/26/2017,HR,Recruiter,High School,61937,Satisfactory,No,12/10/1998,
00-16514580,Rachel,Stephens,Male,Maryland,National Harbor,7/16/2016,Customer Service,Help Desk Technician,High School,78243,Good,No,8/3/1974,
00-24749748,Steven,Harvey,Female,Maryland,Bethesda,2/9/2017,Operations,Logistics Coordinator,Bachelor,60608,Needs Improvement,Yes,5/9/1994,
00-49216198,Christina,Green,Male,Washington D.C.,Washington,2/6/2017,Operations,Inventory Specialist,Bachelor,66932,Good,Yes,4/19/2005,
00-31495378,Anthony,Mcgee,Male,Washington D.C.,Washington,10/19/2022,Marketing,Content Creator,High School,67507,Good,Yes,8/23/1986,
00-10153886,Joseph,Smith,Female,Washington D.C.,Washington,2/2/2017,Finance,Accountant,Bachelor,62122,Excellent,Yes,7/8/1995,
00-10953477,Richard,Aguirre,Female,Washington D.C.,Washington,10/3/2020,IT,Software Developer,Master,104915,Satisfactory,No,7/4/1964,
00-10260443,Desiree,Rivera,Female,Maryland,Waldorf,7/13/2017,Finance,Accountant,Bachelor,56702,Satisfactory,No,3/13/1982,
00-94836857,Jack,Erickson,Female,Maryland,Brandywine,2/10/2018,Sales,Sales Representative,Bachelor,58201,Satisfactory,No,3/12/1997,
00-67040117,Patricia,Barnes,Female,Washington D.C.,Washington,9/7/2022,Customer Service,Customer Service Representative,Bachelor,55365,Good,No,12/20/2004,
00-37145805,Tamara,Morse,Male,Virginia,Virginia Beach,4/14/2020,Customer Service,Support Specialist,Bachelor,71499,Needs Improvement,Yes,12/7/1999,
00-91607835,Sarah,Lawson,Male,Washington D.C.,Washington,9/29/2023,Sales,Sales Representative,Bachelor,65186,Good,No,11/11/1972,
00-87343292,Willie,Thomas,Female,Washington D.C.,Washington,3/1/2017,Operations,Inventory Specialist,High School,56373,Good,Yes,9/22/1978,
00-59480742,Tanya,Stevens,Female,Virginia,Arlington,4/7/2020,Operations,Inventory Specialist,Bachelor,54252,Good,Yes,2/8/1998,
00-65282242,Joseph,Garcia,Male,Maryland,Waldorf,1/13/2016,Sales,Sales Specialist,Bachelor,88373,Satisfactory,No,3/24/1994,
00-90156541,Belinda,Allen,Female,Washington D.C.,Washington,5/13/2017,Operations,Operations Analyst,Master,58986,Good,No,10/24/1987,
00-19712919,Alexandria,Moore,Male,Washington D.C.,Washington,6/25/2018,Operations,Logistics Coordinator,Bachelor,65919,Good,Yes,10/11/1974,
00-33694487,Joshua,Phelps,Male,Maryland,Silver Spring,11/23/2017,IT,Software Developer,Master,86801,Excellent,No,8/18/1992,
00-22198865,Richard,Garrison,Male,Virginia,Fairfax,1/27/2018,Operations,Logistics Coordinator,Bachelor,68709,Satisfactory,Yes,11/17/1978,
00-97413541,Stacy,Dennis,Female,Virginia,Fairfax,12/2/2024,Operations,Operations Analyst,Bachelor,77817,Good,No,11/26/1989,
00-55631613,Candice,Miller,Female,Washington D.C.,Washington,10/5/2023,Operations,Logistics Coordinator,Bachelor,53891,Good,No,10/11/1973,
00-70153965,Zachary,Chen,Male,Maryland,Rockville,7/24/2024,Customer Service,Help Desk Technician,High School,83902,Satisfactory,Yes,9/14/1966,
00-19595096,Emily,Gould,Male,Washington D.C.,Washington,7/13/2015,Customer Service,Support Specialist,High School,53445,Excellent,No,9/26/1995,
00-76207197,Rebecca,Davis,Male,Washington D.C.,Washington,12/25/2023,Sales,Sales Specialist,PhD,64621,Good,No,4/23/1989,
00-73525581,Jeremy,Jones,Female,Washington D.C.,Washington,3/27/2016,IT,Software Developer,Bachelor,96057,Satisfactory,No,2/22/1983,
00-63152715,Andrew,Williams,Male,Washington D.C.,Washington,10/21/2022,Operations,Logistics Coordinator,Bachelor,60796,Good,No,6/4/1979,
00-72459897,Jason,Pearson,Female,Washington D.C.,Washington,11/26/2022,IT,System Administrator,Master,103384,Good,No,7/13/1983,
00-25956594,Diana,Garza,Female,Washington D.C.,Washington,1/1/2017,Customer Service,Support Specialist,Bachelor,59724,Needs Improvement,No,10/3/1993,
00-56140319,Jeffery,Murphy,Male,Washington D.C.,Washington,2/10/2023,IT,IT Support Specialist,High School,59091,Good,Yes,8/18/1987,
00-82676099,Tina,Watson,Male,Washington D.C.,Washington,7/8/2017,Marketing,Marketing Coordinator,Bachelor,66743,Satisfactory,Yes,3/30/1992,
00-73368316,Christina,Morgan,Male,Maryland,Waldorf,9/25/2023,Operations,Operations Manager,Bachelor,97463,Satisfactory,No,3/6/1996,
00-98097732,Laura,Baker,Female,Virginia,Fairfax,2/28/2022,Marketing,Content Creator,High School,63146,Good,No,5/5/1982,
00-70422366,Michelle,Blair,Male,Washington D.C.,Washington,9/21/2018,Customer Service,Help Desk Technician,Bachelor,85397,Satisfactory,Yes,6/2/1991,
00-55594091,Tony,Jones,Female,Virginia,McLean,10/10/2022,Operations,Operations Analyst,Master,83156,Excellent,Yes,9/14/1998,
00-63382867,Linda,Stewart,Male,Washington D.C.,Washington,8/14/2019,Marketing,Content Creator,High School,66313,Satisfactory,No,4/10/1994,
00-79821104,Cassidy,Cole,Male,Washington D.C.,Washington,2/2/2023,Finance,Accounts Payable Specialist,Bachelor,60724,Needs Improvement,Yes,6/6/1991,
00-22702423,Tina,Donovan,Male,Washington D.C.,Washington,1/14/2018,IT,System Administrator,Bachelor,84103,Needs Improvement,No,9/27/1963,
00-33724447,Morgan,Galvan,Male,Virginia,Alexandria,4/11/2018,IT,Software Developer,Master,100089,Excellent,Yes,6/13/1966,
00-49078704,Arthur,Russell,Female,Washington D.C.,Washington,11/13/2017,Operations,Inventory Specialist,High School,56186,Good,No,9/13/1990,
00-52074900,Christine,Lawson,Female,Maryland,Upper Marlboro,11/6/2020,Operations,Logistics Coordinator,Bachelor,63497,Good,No,3/26/1976,
00-89293640,Daniel,Holden,Female,Virginia,Virginia Beach,11/18/2022,IT,System Administrator,Master,89924,Satisfactory,No,4/25/2000,
00-37751827,Timothy,Perez,Male,Washington D.C.,Washington,4/30/2022,Sales,Sales Specialist,PhD,70518,Good,No,6/26/1961,
00-70592525,Randall,Sparks,Female,Virginia,Virginia Beach,4/5/2018,Customer Service,Help Desk Technician,Bachelor,58614,Excellent,No,6/1/1973,
00-93121094,Wayne,Francis,Male,Washington D.C.,Washington,9/15/2022,Customer Service,Help Desk Technician,High School,67199,Excellent,No,2/11/1994,
00-85963561,Lindsey,Smith,Male,Maryland,Silver Spring,12/30/2022,Customer Service,Help Desk Technician,Bachelor,64656,Good,No,10/18/2000,
00-40127918,Robert,Mccoy,Male,Virginia,Alexandria,9/8/2023,Sales,Sales Specialist,Master,61018,Needs Improvement,No,8/19/1984,
00-89449097,Douglas,Brown,Male,Virginia,Alexandria,12/19/2017,IT,Software Developer,Bachelor,100018,Good,No,4/3/1995,
00-33150293,Taylor,Rodriguez,Female,Virginia,Alexandria,12/9/2020,Sales,Sales Specialist,Master,79549,Good,No,11/22/2001,
00-18216361,John,Calhoun,Male,Virginia,Manassas,11/7/2024,Marketing,Content Creator,Bachelor,70493,Excellent,Yes,3/23/1975,
00-94024900,Alexander,Delgado,Male,Washington D.C.,Washington,2/7/2022,Customer Service,Customer Service Representative,Bachelor,62581,Excellent,Yes,1/1/1991,
00-97059724,Matthew,Bernard,Female,Washington D.C.,Washington,7/18/2023,Operations,Inventory Specialist,High School,62379,Satisfactory,No,3/23/1982,
00-37836647,Kristen,Cole,Male,Maryland,Baltimore,11/17/2022,IT,System Administrator,Bachelor,75774,Excellent,Yes,9/28/1993,
00-77758674,Eric,Smith,Male,Washington D.C.,Washington,6/16/2022,IT,Software Developer,Master,100433,Good,No,5/18/1978,
00-88156531,Gina,Mcdonald,Female,Virginia,Virginia Beach,11/21/2022,IT,Software Developer,Bachelor,79492,Excellent,No,5/7/2001,
00-79666421,Nicole,Mejia,Female,Washington D.C.,Washington,11/2/2017,Finance,Financial Analyst,Master,99951,Satisfactory,No,12/6/1997,
00-46474107,Walter,Schmidt,Female,Virginia,Alexandria,8/8/2023,Sales,Sales Representative,Bachelor,61292,Good,No,7/14/1989,
00-34909985,Cynthia,Stanton,Male,Washington D.C.,Washington,8/20/2020,Customer Service,Customer Service Representative,Bachelor,60547,Satisfactory,No,5/10/2003,
00-95117743,Brian,Brown,Male,Maryland,Baltimore,9/16/2016,IT,Software Developer,Master,90406,Satisfactory,No,5/9/1980,
00-71147845,Amanda,Gross,Female,Washington D.C.,Washington,12/4/2022,Operations,Inventory Specialist,High School,59148,Needs Improvement,Yes,7/28/1988,
00-18363302,John,Castillo,Female,Virginia,Richmond,3/11/2020,Operations,Logistics Coordinator,Bachelor,55926,Satisfactory,No,10/18/1993,
00-94885472,Andrea,Ellis,Male,Maryland,Brandywine,4/21/2017,IT,Software Developer,Master,96426,Good,No,6/2/1994,
00-76140475,Henry,Johnson,Male,Maryland,Bethesda,11/9/2021,Operations,Logistics Coordinator,Bachelor,69514,Good,Yes,10/18/1986,
00-27070422,Cristian,Collins,Male,Virginia,McLean,11/1/2020,IT,Software Developer,Bachelor,103771,Satisfactory,Yes,8/31/2000,
00-29021422,Bianca,Jenkins,Male,Washington D.C.,Washington,8/16/2018,Operations,Logistics Coordinator,Bachelor,65646,Excellent,Yes,2/13/1973,
00-19792599,Allison,Cooper,Male,Washington D.C.,Washington,9/4/2019,Marketing,SEO Specialist,High School,77736,Good,Yes,8/30/1988,
00-64711953,Brenda,Miles,Female,Washington D.C.,Washington,3/25/2016,Operations,Logistics Coordinator,Bachelor,62543,Good,No,11/11/1987,
00-17032501,Amber,Trujillo,Female,Virginia,Reston,4/15/2019,IT,System Administrator,Master,91228,Good,No,5/15/1998,
00-71544189,David,Grant,Female,Maryland,Bowie,12/3/2016,Operations,Inventory Specialist,High School,58984,Needs Improvement,No,3/30/2000,
00-52127890,Sarah,Levine,Male,Washington D.C.,Washington,2/13/2020,Sales,Sales Representative,Bachelor,61456,Satisfactory,No,9/26/1999,
00-66648555,Justin,Diaz,Male,Washington D.C.,Washington,11/14/2016,Operations,Logistics Coordinator,Bachelor,67528,Good,No,5/16/2001,
00-58512303,Joshua,Reynolds,Male,Washington D.C.,Washington,2/6/2018,Operations,Logistics Coordinator,Bachelor,67939,Good,No,3/31/1965,
00-53591519,Erik,Clarke,Female,Maryland,Silver Spring,8/29/2018,Customer Service,Support Specialist,Bachelor,64435,Excellent,No,6/6/1982,
00-70848454,Danielle,Williams,Female,Maryland,Silver Spring,10/23/2019,Marketing,Content Creator,Bachelor,62269,Good,No,9/13/1983,
00-49008023,Amy,Bates,Male,Washington D.C.,Washington,10/1/2021,Marketing,SEO Specialist,Bachelor,81821,Excellent,No,4/23/2002,
00-89116981,Lisa,Smith,Female,Maryland,National Harbor,5/25/2020,IT,Software Developer,Bachelor,80536,Good,Yes,7/23/1993,
00-39479334,Jason,Byrd,Male,Washington D.C.,Washington,7/14/2024,IT,IT Support Specialist,High School,63067,Good,No,1/10/2005,
00-75956112,Douglas,Lawrence,Male,Maryland,Waldorf,2/22/2017,Sales,Sales Specialist,PhD,78508,Good,No,11/2/1972,
00-81271326,Jason,Miller,Male,Maryland,Waldorf,12/23/2023,Customer Service,Support Specialist,Bachelor,68430,Excellent,Yes,9/1/1995,
00-71521470,Amy,Murphy,Male,Washington D.C.,Washington,11/22/2017,Marketing,Content Creator,High School,58742,Satisfactory,Yes,4/6/1966,
00-43166478,Emily,Clarke,Male,Washington D.C.,Washington,8/18/2022,Customer Service,Help Desk Technician,Bachelor,70179,Needs Improvement,Yes,11/5/1996,
00-76688027,Patricia,Davis,Female,Virginia,Richmond,9/14/2016,Operations,Inventory Specialist,Bachelor,58676,Good,No,3/25/1971,
00-45217660,Kenneth,Miller,Female,Virginia,Manassas,12/23/2015,Operations,Logistics Coordinator,Bachelor,58185,Excellent,No,8/18/1963,
00-74987035,Emma,Gilbert,Female,Washington D.C.,Washington,12/6/2019,IT,Software Developer,Master,94573,Needs Improvement,No,9/18/1979,
00-18955035,Andrea,Baker,Female,Maryland,Upper Marlboro,3/26/2023,Operations,Inventory Specialist,Bachelor,58210,Good,No,3/28/1979,
00-52119356,Diane,Vargas,Male,Washington D.C.,Washington,3/10/2016,Customer Service,Help Desk Technician,High School,73633,Good,No,11/8/1976,
00-92068297,Craig,Ingram,Male,Washington D.C.,Washington,4/27/2023,Customer Service,Customer Service Representative,High School,58598,Good,No,8/1/1986,
00-60299741,Jasmine,Merritt,Male,Maryland,Brandywine,8/12/2019,Sales,Sales Representative,Bachelor,61001,Satisfactory,No,1/27/1990,
00-54084187,Garrett,Serrano,Female,Washington D.C.,Washington,4/19/2024,Sales,Sales Manager,Master,112549,Good,No,7/21/1993,
00-74041799,Jenny,Smith,Female,Maryland,Bowie,9/23/2023,Sales,Sales Specialist,Bachelor,58399,Satisfactory,No,11/23/1994,
00-79751960,Shelley,Greer,Male,Washington D.C.,Washington,11/26/2023,Operations,Operations Analyst,Bachelor,71204,Excellent,No,2/16/1991,
00-47131591,Peter,Adams,Male,Washington D.C.,Washington,4/4/2023,Sales,Sales Representative,Bachelor,66359,Excellent,No,6/3/1993,
00-60649176,Laura,Parker,Female,Washington D.C.,Washington,6/12/2017,Operations,Inventory Specialist,Bachelor,53041,Good,No,5/18/2000,
00-50580827,Angela,Bernard,Female,Virginia,McLean,3/7/2023,Customer Service,Help Desk Technician,Bachelor,68437,Good,Yes,2/20/2000,
00-42020209,Wayne,Jones,Female,Maryland,National Harbor,11/13/2019,Marketing,SEO Specialist,Bachelor,62983,Satisfactory,No,2/13/1998,
00-96138795,Tony,Maynard,Male,Washington D.C.,Washington,9/19/2018,IT,Software Developer,Bachelor,95352,Satisfactory,No,4/23/1971,
00-34637295,Tammy,Johnson,Female,Maryland,Bethesda,2/20/2018,Operations,Logistics Coordinator,Bachelor,62338,Satisfactory,No,4/12/1984,
00-40917484,Dylan,Juarez,Male,Maryland,College Park,9/26/2016,Customer Service,Customer Service Manager,Bachelor,96029,Excellent,Yes,4/23/1996,
00-76119259,Jessica,Thompson,Male,Maryland,Baltimore,6/1/2016,Sales,Sales Specialist,Bachelor,87614,Good,No,9/13/2004,
00-96585315,Brett,Guerra,Female,Virginia,Richmond,3/12/2017,IT,Software Developer,Bachelor,85473,Satisfactory,Yes,7/14/1981,
00-35379085,Melissa,Harris,Male,Washington D.C.,Washington,3/1/2016,IT,System Administrator,Master,63889,Good,No,4/17/1978,
00-10350195,Shannon,Bradley,Female,Washington D.C.,Washington,2/23/2016,IT,IT Support Specialist,Bachelor,61845,Satisfactory,No,9/7/1995,
00-21160071,Joanna,Bennett,Male,Washington D.C.,Washington,3/7/2018,Customer Service,Help Desk Technician,High School,82893,Good,Yes,2/9/1992,
00-13257729,Amanda,Young,Male,Washington D.C.,Washington,4/6/2019,Sales,Sales Specialist,Bachelor,78851,Good,No,6/3/1993,
00-48577798,Jamie,Garcia,Female,Maryland,Upper Marlboro,3/9/2022,Marketing,Content Creator,Bachelor,63129,Good,Yes,3/6/1969,
00-25913876,Brandon,Hart,Female,Washington D.C.,Washington,1/17/2019,Operations,Logistics Coordinator,Bachelor,57824,Satisfactory,Yes,6/3/1997,
00-27409998,Patricia,Quinn,Female,Washington D.C.,Washington,10/23/2015,Customer Service,Customer Service Representative,High School,60499,Good,Yes,5/14/1975,
